id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20127192,"HALİÇ (Golden Horn ) MANZARALI ,VİLLA",143045284,Kadir,,Kagithane,41.06731,28.95105,Private room,300,1,0,,,1,179
20141266,SWEET HOME,12964472,Murat,,Besiktas,41.04809,29.02397,Entire home/apt,521,2,2,2018-07-23,0.05,1,365
20146500,"peaceful,cozy flat in central location.",143311394,Batuhan,,Kagithane,41.05812,28.96223,Private room,84,1,4,2018-07-23,0.10,1,365
20151885,"Perfect location, family home",143373503,Merve,,Eyup,41.04294,28.92937,Entire home/apt,285,1,0,,,1,358
20152953,"cosy room, 12 minutes walk from Taksim square",143385188,Cumââ,,Sisli,41.04461,28.98422,Private room,122,1,1,2018-06-17,0.03,2,359
20159106,PRIVATE DOUBLE ROOM,140179501,Doğan,,Fatih,41.00712,28.97946,Hotel room,856,1,0,,,3,365
20164774,"Close Sabiha G Airport, Train Station, Safe, Clean",143504902,Idagood,,Pendik,40.87819,29.22697,Private room,163,1,13,2020-02-07,0.49,1,365
20166523,"Lux New Residence ""Lake View with Balcony""",143278390,Arzu,,Esenyurt,41.05659,28.66651,Entire home/apt,300,28,5,2019-04-09,0.14,1,346
20169431,Cozy Room in the heart of Istanbul,8705827,Gökhan,,Kadikoy,40.98218,29.09318,Private room,163,1,0,,,1,363
20172983,With Garden Room 2,87676074,Murat,,Fatih,41.00388,28.96717,Entire home/apt,373,2,22,2020-01-02,0.78,7,364
20179344,"Cosmopolitan Park ,Sea view, Single Room 101",143658284,Kamil,,Fatih,41.00709,28.98091,Private room,419,1,0,,,14,365
20181165,"Cosmopolitan Park, Sea view, Double Room 201",143658284,Kamil,,Fatih,41.00494,28.97978,Private room,561,1,4,2018-10-29,0.12,14,365
20181348,Bosporus view from cozy flat near Taksim square,78224628,Mert,,Beyoglu,41.03412,28.99096,Private room,116,1,0,,,1,365
20184569,"Rumelihisari,full bosphorous view 35m2 terrace...",4038369,Barış,,Sariyer,41.08997,29.05513,Entire home/apt,818,2,14,2019-07-17,0.43,1,365
20192729,İstanbul Kartal İz tower residance,143475590,Emre,,Kartal,40.91006,29.21275,Shared room,150,1,0,,,1,179
20198730,"Cosmopolitan Park, Triple Room 102, Sea view",143658284,Kamil,,Fatih,41.00689,28.98049,Private room,666,1,1,2018-05-09,0.03,14,365
20199207,"Cosmopolitan Park, Double Room 202,  Sea view",143658284,Kamil,,Fatih,41.00705,28.97955,Private room,552,1,0,,,14,365
20199690,"Cosmopolitan Park Hotel , Sea view, Double room302",143658284,Kamil,,Fatih,41.00507,28.9792,Private room,619,1,0,,,14,365
20199696,"Cosmopolitan Park, Sng/Dbl Room 301,  Sea view",143658284,Kamil,,Fatih,41.00648,28.98048,Private room,476,1,1,2018-04-03,0.03,14,365
20208056,"Couch in hearth of Kadıköy,Yeldeğirmeni",35005114,Göktuğ,,Kadikoy,40.99587,29.02894,Shared room,51,1,1,2019-05-27,0.06,1,174
20211134,a white house and so closed to airport,143963658,Eda,,Tuzla,40.86793,29.31686,Private room,150,1,4,2020-03-03,0.29,2,89
20220742,"Cosmopolitan Park, Single Room 104, Land view",143658284,Kamil,,Fatih,41.00513,28.98059,Private room,514,1,0,,,14,365
20220779,Kağıthane Ev,144058581,Kerem,,Kagithane,41.08885,28.97774,Private room,80,3,1,2018-06-04,0.03,1,365
20220990,İstanbul Anadolu yakasında daire,144060878,Arzu,,Kadikoy,40.98724,29.07243,Private room,96,3,4,2019-09-05,0.11,1,297
20221480,"Cosmopolitan Park Hotel,Double  Room 105",143658284,Kamil,,Fatih,41.00699,28.98078,Private room,476,1,0,,,14,365
20237197,Home..not a house,8744883,Asli,,Bakirkoy,40.98135,28.8547,Private room,241,1,0,,,1,87
20238356,"Nice View + Comfy, Quiet & Clean in Taksim",17973186,Seren,,Beyoglu,41.03644,28.99239,Private room,160,1,10,2020-10-18,0.26,1,257
20265883,Yalıköy Aile Pansiyonu,144435799,Alican,,Catalca,41.47919,28.30062,Entire home/apt,230,1,1,2020-03-15,0.13,1,364
20268468,Private furnished light room 3.Floor bill include.,102955217,Mehmet,,Sisli,41.05869,28.97395,Private room,121,3,11,2020-01-11,0.42,4,321
20273039,"Cosmopolitan Park Hotel, Land View, Twin Room 204",143658284,Kamil,,Fatih,41.00642,28.98069,Private room,466,1,1,2018-07-04,0.04,14,365
20273694,"Cosmopolitan Park Hotel, Land View, DoubleRoom 305",143658284,Kamil,,Fatih,41.00694,28.97965,Private room,466,1,0,,,14,365
20274001,Top floor  Sea View sng or dbl  Room 401,143658284,Kamil,,Fatih,41.00504,28.98073,Private room,609,1,0,,,14,364
20274774,Studio at Kadıköy's Famous Bars Street,9944111,Murat,,Kadikoy,40.98663,29.02649,Entire home/apt,216,2,8,2019-05-05,0.21,2,91
20275415,Couch at Kadıköy's Famous Bars Street,9944111,Murat,,Kadikoy,40.98502,29.02657,Shared room,76,1,1,2018-01-12,0.03,2,89
20277202,Fatih çapa da kiralık,144592269,Ahmet,,Fatih,41.01085,28.92397,Private room,150,5,0,,,1,365
20302410,Galatahan,3995118,Turan,,Sisli,41.04418,28.98303,Entire home/apt,1257,7,0,,,20,365
20302693,Bahçeşehir boğazköy,144814049,Adeviye,,Basaksehir,41.08335,28.66946,Private room,60,6,0,,,1,90
20311160,Lux double room with Private Bath,100127103,Tutkun,,Beylikduzu,41.0014,28.65346,Private room,100,2,16,2020-03-08,0.65,5,300
20318320,NEW SUITS APARTMENT LUXURY AND COMFORTABLE,47692011,Güneş,,Avcilar,41.00207,28.70514,Entire home/apt,350,1,3,2020-01-04,0.10,13,365
20321642,Charming flat in Nisantası!10min to Metro by foot.,60195134,Berfin,,Sisli,41.04997,28.9988,Entire home/apt,557,4,15,2019-09-24,0.39,1,362
20322400,Chillout,140566627,Diclé,,Kadikoy,40.98614,29.02786,Entire home/apt,300,1,31,2019-10-07,0.83,1,363
20330282,5 min walk to Taksim square/Taksim meydani 5 dk,7311264,Meric,,Beyoglu,41.03103,28.98618,Entire home/apt,870,3,7,2019-08-16,0.18,1,179
20336618,Cozy Flat in Bomonti,145097294,Nisan,,Sisli,41.05035,28.98064,Private room,150,1,0,,,1,180
20346927,Baris,145118314,Barış,,Maltepe,40.94379,29.12419,Private room,125,1,0,,,1,364
20350473,The Room in Taksim,29634582,Kemal,,Beyoglu,41.03894,28.98396,Private room,124,1,2,2019-03-12,0.07,2,365
20355377,"Small,warm,accessiblty",134771454,Özge,,Kadikoy,40.9928,29.02543,Private room,80,1,0,,,1,179
20358822,Cozy and Comfy Room,18451324,Gülşah,,Besiktas,41.04826,29.00127,Private room,90,5,3,2019-07-16,0.08,1,364
20368191,Modern Spacious Flat with views of Bosphorus Bebek,10648798,Asli,,Besiktas,41.08021,29.04623,Entire home/apt,789,5,12,2020-08-06,0.36,1,75
20385334,Beylikdüzü tüyap günlük kiralık daire ucuz apart,145363377,Yasin,,Esenyurt,41.0255,28.62715,Private room,289,1,0,,,1,365
20388099,"Sultanahmet,Hagia sophia,2 room 1 living,sea view.",51471538,Ahmet,,Fatih,41.00451,28.97023,Entire home/apt,684,3,12,2019-08-01,0.39,17,364
20405027,Bosphorus Ultimatum,145508855,Fırat,,Sariyer,41.12208,29.06937,Entire home/apt,900,360,0,,,1,365
20406216,Cozy room at Tesvikiye/Nisantasi,20552363,Caglar,,Sisli,41.0501,28.9978,Private room,107,1,3,2018-04-21,0.08,3,269
20413898,Private Rooms for International Students @Istanbul,106104378,Erasmus_biz,,Sisli,41.0459,28.98481,Private room,143,2,0,,,3,364
20417467,studio space with a hip rooftop (w/balcony),4392731,Emrah,,Beyoglu,41.03466,28.97547,Entire home/apt,476,5,94,2020-03-09,2.74,7,149
20429609,Relax place,127381852,Erdi,,Kucukcekmece,41.01926,28.77061,Shared room,204,3,0,,,1,88
20430648,Two-bedroom apartment,87676074,Murat,,Fatih,41.00355,28.96747,Private room,457,3,0,,,7,364
20436334,Cozy home atmosphere in Istanbul.,96161206,Evo,,Atasehir,40.99091,29.12494,Private room,241,2,1,2018-10-24,0.04,1,363
20444078,"Cozy room in the heart of Şişli, behind Cevahir",1438915,Seckin,,Sisli,41.06046,28.99318,Private room,500,30,0,,,1,363
20445980,Ağva Ayşe Hanım Guesthouse 1,145930913,Sinan,,Sile,41.13497,29.85664,Private room,319,1,2,2017-09-24,0.05,2,4
20447512,Ağva Ayşe Hanım Guesthouse 3,145930913,Sinan,,Sile,41.13513,29.85467,Private room,299,1,4,2018-11-03,0.13,2,4
20451434,Stylish Flat&Rooftop Terrace with Panoramic View,8543072,Akif,,Beyoglu,41.02477,28.97459,Entire home/apt,281,3,127,2020-10-06,3.39,8,350
20454828,Luxe Designer House in Upscale Nisantasi,20458600,Mithat,,Sisli,41.05052,28.99928,Entire home/apt,1236,2,75,2020-10-26,1.96,1,325
20462020,Clean room in the city center,106731581,Nilüfer,,Maltepe,40.94922,29.1083,Private room,163,1,0,,,1,364
20462485,Maroon Residence,67189900,Orhan,,Beyoglu,41.03651,28.98983,Private room,3369,1,0,,,5,244
20462823,JASMINE APART WITH BALCONY & KITCHEN  1 - 5 PEOPLE,146088852,Erdal,,Fatih,41.00292,28.96862,Entire home/apt,279,2,32,2020-10-09,0.83,10,362
20464189,116 Residence Studio,45497431,Mana,,Sisli,41.0618,28.98709,Entire home/apt,476,2,1,2017-08-16,0.03,3,95
20464437,"Central Location Taksim=15 dk
Cevahir Mall=15 Dk",64399544,Mert,,Sisli,41.06215,28.98359,Entire home/apt,200,7,1,2017-08-25,0.03,1,358
20464492,Private Bathroom and Terrace in Center of Istanbul,926810,Safak,,Beyoglu,41.03476,28.98608,Private room,238,3,36,2020-02-22,0.92,1,30
20468049,Safe&Clean -  Istanbul's best view room,5332734,Ekin,,Kadikoy,40.98892,29.0427,Private room,99,2,0,,,1,89
20473882,Naz City Hotel Taksim,146156331,Emirhan,,Sisli,41.04214,28.98019,Private room,1142,1,0,,,1,365
20488676,Keyifli zamanlar ..,146268352,Ufuk,,Sultanbeyli,40.94396,29.29386,Entire home/apt,407,1,0,,,1,269
20491513,Full sea wiev,146090442,Mehmet,,Fatih,41.00223,28.97545,Entire home/apt,966,1,3,2018-01-03,0.09,1,364
20519204,3 min. walk to Erenköy Marmaray station,1117196,Efe,,Kadikoy,40.97355,29.07721,Private room,135,1,1,2020-01-11,0.10,1,179
20519522,Cosy Room in a Duplex with Private Bathroom,143634872,Fatih,,Sisli,41.04937,28.98102,Private room,120,1,14,2019-01-10,0.37,1,91
20521047,Nişantaşı apartment - centrally located,55803245,Melis,,Sisli,41.05406,28.99439,Entire home/apt,343,2,10,2019-09-07,0.26,1,161
20521666,JASMINE APART & SUITES WITH KITCHEN UP TO 5 PEOPLE,146088852,Erdal,,Fatih,41.00315,28.9683,Hotel room,243,2,10,2019-03-28,0.29,10,359
20530683,Central Istanbul,146494225,Suheyla,,Fatih,41.00665,28.94067,Private room,250,3,0,,,1,365
20530953,Purple sweet house in Kadıköy,145602774,Seda Nur,,Kadikoy,40.99242,29.03102,Entire home/apt,270,3,30,2019-09-26,0.79,1,89
20535001,Central room in Besiktas,43831336,Bora,,Besiktas,41.04833,29.00629,Private room,143,2,22,2020-09-23,0.58,1,358
20535371,Artsy Comfort Home-Office at Taksim with 2 AC,7952242,Evrensel,,Beyoglu,41.03743,28.98228,Entire home/apt,381,5,0,,,1,362
20550922,Elsiyum Art Ofton Project Residence apartment,3375585,Yagmur,,Sisli,41.06184,28.98335,Entire home/apt,805,15,0,,,1,364
20554399,Desing rooms  Istiklal street taksim,8632056,Metin,,Beyoglu,41.03416,28.97583,Entire home/apt,201,2,10,2020-10-23,0.31,5,362
20561864,Taksim Huge Apartment,7420241,Serdar,,Beyoglu,41.03459,28.97292,Entire home/apt,330,3,57,2020-10-26,1.48,10,365
20562864,Small room - shared house,146719468,Umut,,Beykoz,41.08526,29.08007,Private room,500,1,1,2019-04-20,0.05,1,179
20581361,Bosphorus View Cozy Room,147032624,Ege,,Besiktas,41.04289,29.00952,Private room,241,1,0,,,1,364
20583804,Konaklama için ideal,146850320,Serkan,,Esenyurt,41.01996,28.65316,Entire home/apt,196,7,1,2019-06-11,0.06,1,177
20587101,JASMINE APART & SUITE WITH KITCHEN UP TO 5 PEOPLE,146088852,Erdal,,Fatih,41.00549,28.97182,Entire home/apt,247,2,10,2020-10-05,0.29,10,351
20589712,Beautiful Bosphorus View in Cihangir,49252012,Ozge,,Beyoglu,41.03178,28.98845,Entire home/apt,511,4,25,2020-10-20,0.66,1,71
20594136,NEW! Nice and peaceful room in Oyaksitesi,7971582,İlke,,Sisli,41.11024,28.99695,Private room,90,1,0,,,1,363
20596659,Istanbul-Studio near Koc University and Bosphorus,696058,Sam,,Sariyer,41.19352,29.05052,Entire home/apt,337,5,1,2020-09-30,1,3,363
20599354,Sunny private room in safe neighborhood - Besiktas,93092215,Menekşe,,Besiktas,41.05218,29.0058,Private room,169,2,2,2018-04-02,0.06,1,362
20599822,7 Bedroom Spa Pool Lift Private Villa Bosphorus,76606911,Cengiz,,Sariyer,41.10575,29.04676,Entire home/apt,12408,1,0,,,22,365
20600176,4BR Top Of Sariyer Big Garden Villa,76606911,Cengiz,,Sariyer,41.17621,29.06584,Entire home/apt,5621,5,0,,,22,365
20600399,1BR SEA FRONT APARTMENT,76606911,Cengiz,,Besiktas,41.06751,29.04133,Entire home/apt,2407,1,0,,,22,365
20619894,Atalar,20601004,Serhat,,Kartal,40.89546,29.16912,Private room,173,1,1,2017-12-13,0.03,1,90
20636954,Dublex dairenin çatı katı,147548007,Arto,,Sariyer,41.19485,29.05352,Private room,204,7,0,,,1,362
20637008,Brand New Residence Apartment 5 min drive to Malls,19434762,Ipek,,Sisli,41.07478,28.99921,Entire home/apt,475,1,0,,,1,181
20649897,Samatya Private Room,147668452,Gözdegül,,Fatih,40.99951,28.93236,Private room,80,3,0,,,1,358
20664430,Eyüp Sultan,39258176,Nermin,,Eyup,41.0805,28.95577,Private room,163,1,1,2019-02-27,0.05,1,365
20665409,.,84933415,Volkan,,Esenyurt,41.01816,28.67495,Private room,448,1,0,,,3,362
20670104,Sefa Apartments Harbiye,147880691,Sefa,,Sisli,41.04809,28.98539,Entire home/apt,190,10,22,2019-09-12,0.61,2,131
20670469,Close destination to everywhere,137807406,Onur,,Bakirkoy,40.98807,28.87748,Private room,241,3,0,,,1,87
20672950,Cozy and calm near bagdat street.,140881492,Omer,,Kadikoy,40.97544,29.05934,Private room,407,1,0,,,1,179
20699265,Residence for erasmus students with gym and pool,64235133,Erdem,,Kagithane,41.08752,28.97288,Private room,9516,30,1,2018-06-08,0.03,1,179
20701559,Venue Hotel Old City,148182657,Mehmet,,Fatih,41.01391,28.97475,Private room,362,1,5,2020-10-05,0.17,5,365
20702503,Family Room in Sirkeci Eminonu,148182657,Mehmet,,Fatih,41.01621,28.97487,Private room,761,1,0,,,5,180
20702686,Triple Room in Sirkeci Eminönü,148182657,Mehmet,,Fatih,41.01614,28.97465,Private room,666,1,0,,,5,365
20703610,Double Room in Sirkeci Eminönü,148182657,Mehmet,,Fatih,41.01449,28.97412,Private room,639,1,4,2020-02-15,0.17,5,365
20709730,Kendi eviniz de rahat edebileceğiniz bir evim var,148259387,Baran,,Maltepe,40.94757,29.12929,Private room,220,1,0,,,1,179
20718859,Room w/garden view in city center,73054293,Orhan,,Sisli,41.05829,28.97567,Private room,193,1,0,,,1,364
20721123,Stunning Loft Apt. in the Heart of Old City,76368690,İlkan,,Beyoglu,41.03084,28.97534,Entire home/apt,165,15,1,2017-10-15,0.03,9,347
20722054,Stunning Loft Apt. in the Heart of Old City,76368690,İlkan,,Beyoglu,41.02885,28.97365,Private room,228,15,0,,,9,364
20726731,Sweet room in City Center,7760946,Eda,,Sisli,41.07131,28.98658,Private room,80,1,2,2019-05-22,0.05,2,84
20737864,studio space with a hip rooftop (entrance floor),4392731,Emrah,,Beyoglu,41.0357,28.97757,Entire home/apt,381,5,101,2020-03-12,2.74,7,356
20744941,Near Metro-Rental room in Levent,17557525,Sibel,,Besiktas,41.08959,29.02175,Shared room,326,6,0,,,1,83
20755043,Private Garden Unit in the Heart of Old Town,33633665,Onur,,Fatih,41.00492,28.98242,Private room,942,1,5,2020-02-09,0.15,11,363
20770324,GEDİKPASA KONAĞI ( BEETWEN 40 OR 50 PEOPLE ),148393842,Muro,,Fatih,41.00657,28.96689,Private room,2369,7,0,,,10,359
20770612,LARGE FAMİLY ROOM WİTH BREAKFAST,148393842,Muro,,Fatih,41.00652,28.96683,Private room,313,3,1,2018-09-23,0.04,10,359
20784335,haramidere metrobüs /opposite haramidere metrobus,84972136,Bahadir,,Beylikduzu,41.00313,28.67119,Private room,100,1,2,2018-09-23,0.05,1,365
20791213,LARGE DOUBLE ROOM WİTH BREAKFAST,148393842,Muro,,Fatih,41.00647,28.96689,Private room,189,4,11,2020-10-06,0.29,10,353
20792536,istanbul. üsküdar..cok güzel manzarali daire..,149048434,Sühendan,,Uskudar,41.02219,29.01482,Entire home/apt,285,7,4,2019-12-17,0.12,1,363
20792560,SUİTE ROOM  WİTH TERRACE AND BREAKFAST,148393842,Muro,,Fatih,41.00651,28.96687,Entire home/apt,408,5,16,2020-10-02,0.44,10,355
20798951,A room for a housemate (only women),41728459,İlknur,,Besiktas,41.05164,29.02349,Private room,270,1,0,,,1,89
20799480,"Your humble, bumble house in Kosuyolu!",9734205,Oğuzhan,,Uskudar,41.01357,29.03566,Private room,143,1,0,,,1,178
20810397,"Clean & Comfy, Every Amenity, Terrace & Parking",127953329,Atlas,,Besiktas,41.06191,29.0026,Entire home/apt,750,4,18,2019-06-18,0.66,1,3
20817811,Cozy flat in great neighborhood,70461999,Wale,,Esenyurt,41.0244,28.65849,Private room,289,2,0,,,1,90
20823549,Room In mecidiyeköy,149361473,Amr,,Sisli,41.07502,28.99853,Private room,89,3,0,,,1,365
20823996,nice room :),74430251,Anıl,,Bahcelievler,40.99933,28.85602,Private room,289,1,0,,,1,90
20852064,Great location in Sisli,80738661,Ali,,Sisli,41.05847,28.98915,Private room,129,2,0,,,1,89
20852481,Comfotable room near mecidiyeköy and beşiktaş,35458699,Merve,,Sisli,41.05815,28.99979,Private room,285,7,0,,,1,181
20855954,Cozy Room in the center of Istanbul,144397555,Mehmet Ege,,Sisli,41.04736,28.98307,Private room,96,2,1,2017-09-13,0.03,1,364
20858546,Unique Penthouse/Stunning Istanbul view/Best Loc.,97511378,Ugur,,Beyoglu,41.03279,28.98537,Entire home/apt,1103,2,55,2020-10-20,1.51,1,361
20861183,Penthouse,135336920,Gokmen,,Sisli,41.11196,29.02452,Entire home/apt,7331,5,0,,,1,173
20865363,Twin Room,105932424,Mehmet,,Fatih,41.00917,28.97645,Private room,250,1,2,2020-02-10,0.17,7,361
20867099,STUDIO APARTMENT,15748213,Hasan,,Beyoglu,41.0317,28.9868,Private room,514,1,3,2019-08-24,0.10,3,365
20870441,4 Bedroom Apartment (4.Levent),87449467,Başak,,Kagithane,41.08356,28.99827,Entire home/apt,381,1,5,2020-09-30,0.18,3,33
20873062,Merkezi konum. Rahat Ortam,149042299,Cevat,,Bahcelievler,41.00066,28.85504,Private room,85,2,0,,,1,2
20874046,"Cozy entire flat at the City Center, near Taksim",149872970,Bulay,,Sisli,41.05222,28.98165,Entire home/apt,100,3,4,2018-06-24,0.14,1,177
20893354,Kadıkoy /ıstanbul,150084797,Ayca,,Kadikoy,40.99758,29.0261,Private room,80,2,2,2019-04-18,0.10,1,91
20895279,Historical Designer Gem in Galata,33104366,Sarah,,Beyoglu,41.02642,28.97596,Entire home/apt,1196,5,9,2020-01-04,0.32,1,245
20896265,Stay Inn Taksim Hostel – Central Location,47169554,Stay Inn Taksim,,Beyoglu,41.03518,28.97672,Shared room,66,1,6,2020-08-03,0.16,15,365
20896737,Stay Inn Taksim Hostel – central location,47169554,Stay Inn Taksim,,Beyoglu,41.03513,28.97674,Shared room,66,1,1,2020-01-25,0.11,15,365
20896905,Stay Inn Taksim Hostel – Central Location,47169554,Stay Inn Taksim,,Beyoglu,41.03513,28.97672,Shared room,66,1,22,2020-10-22,0.58,15,365
20897137,Stay Inn Taksim Hostel – 4 bed mixed dorm,47169554,Stay Inn Taksim,,Beyoglu,41.03515,28.97679,Shared room,67,1,5,2020-01-25,0.13,15,365
20897363,Stay Inn Taksim Hostel – 4 bed mixed dorm,47169554,Stay Inn Taksim,,Beyoglu,41.03515,28.97679,Shared room,66,1,4,2020-01-23,0.11,15,365
20900620,RODİN HOSTEL,142411244,Hakan,,Beyoglu,41.03404,28.98373,Hotel room,105,1,0,,,8,90
20907166,centrally located luxury apartment,150231111,Tutku,,Sisli,41.06023,28.99144,Entire home/apt,200,3,38,2020-03-08,1.03,1,330
20908016,New and Comfortable Home  in İstanbul,149617030,Mehmet,,Bagcilar,41.02107,28.8201,Entire home/apt,237,28,32,2020-09-06,1.04,2,337
20922364,"You will be in a nice ,comfortable ,clean house.",35894960,Dilara,,Sariyer,41.12345,29.03429,Private room,120,1,0,,,1,173
20924494,Cozy place near central locations of Istanbul,45465893,Cagri,,Kagithane,41.07782,28.9997,Private room,80,1,1,2017-09-29,0.03,1,179
20939002,studio space with a hip rooftop (w/alcove),4392731,Emrah,,Beyoglu,41.03621,28.97558,Entire home/apt,529,5,125,2020-10-08,3.63,7,1
20950545,SERRA STUDİO ÜSKÜDAR,55242398,Serra Boutique,,Uskudar,41.02332,29.01847,Private room,443,1,0,,,2,365
20955863,Most Beautiful Villa on Bosphorus Istanbul...,9124927,Oguzhan,,Sariyer,41.10887,29.04571,Entire home/apt,16292,2,2,2019-12-21,0.14,1,90
20963527,Private room in apt. by sea (Kadikoy vic.),150725037,Taner,,Kadikoy,40.9595,29.07708,Private room,183,2,2,2017-10-31,0.05,1,180
20964078,Suadiye bağdat caddesine 4. Bina,150804559,Şansın,,Kadikoy,40.95817,29.08832,Entire home/apt,300,365,0,,,1,363
20975282,**Lovely big red-home nearby Bağdat Street,150925994,Merve,,Kadikoy,40.9605,29.09264,Private room,125,1,1,2017-10-06,0.03,1,358
20987306,"Boutique Room in Taksim 2, Free wi_fi
Grandfloor",141484980,Salih,,Sisli,41.04274,28.98448,Private room,266,10,1,2018-04-13,0.03,5,364
21006808,Taksim Tünel,135398780,Özlem,,Beyoglu,41.02914,28.97599,Entire home/apt,250,1,1,2017-12-23,0.03,2,89
21015642,"Etiler, 2 Bedroom fully furnished garden floor",32731043,Central Athens,,Besiktas,41.07877,29.02726,Entire home/apt,800,60,0,,,1,365
21016922,Résidence,72871895,Devrim,,Maltepe,40.95402,29.1687,Entire home/apt,1301,7,0,,,2,365
21017911,Golden Galata Terrace Suite,25287905,Gökhan,,Beyoglu,41.02651,28.97702,Hotel room,400,1,1,2018-04-20,0.03,4,286
21018829,Golden Galata Family Studio,25287905,Gökhan,,Beyoglu,41.02719,28.97824,Hotel room,381,1,1,2018-06-05,0.03,4,287
21019525,Golden Galata Twin Room,25287905,Gökhan,,Beyoglu,41.02558,28.97667,Hotel room,333,1,0,,,4,287
21019683,Golden Galata Large Double Room,25287905,Gökhan,,Beyoglu,41.02676,28.97735,Hotel room,333,1,0,,,4,287
21034961,Ulaşımı Kolay Fiyatı Uygun,151500135,Çiğdem,,Kadikoy,40.99595,29.03982,Entire home/apt,250,1,8,2020-09-05,0.26,1,180
21047977,"Luxurious furnished apartment in Delta,  Esenyurt",134831380,Mohammed,,Esenyurt,41.00849,28.66915,Entire home/apt,489,14,0,,,1,179
21052038,Diamond City Zeytinburnu,37198132,Semih,,Zeytinburnu,40.99475,28.9114,Hotel room,342,1,1,2017-10-24,0.03,2,90
21052233,Beyoglu Cihangir aparment flat,151657274,Ebru,,Beyoglu,41.03173,28.98343,Entire home/apt,600,2,0,,,1,90
21053123,Rahat oda,151666646,Çağatay,,Pendik,40.91699,29.29573,Private room,179,1,0,,,1,88
21061394,The whole wooden house with pool,77936843,Aslı,,Beykoz,41.1304,29.25597,Entire home/apt,5000,1,2,2018-08-19,0.07,1,179
21061587,İstanbul Atakent,145116511,Süleyman,,Kucukcekmece,41.04833,28.76616,Private room,80,1,2,2018-01-01,0.06,1,88
21065322,Kiralık oda,151788895,Sevgi,,Eyup,41.0763,28.95413,Private room,326,1,0,,,3,0
21065568,#7 TRIPLEX  6! BATHROOMS! APARTMENT FOR 15PAX,10790256,Farouq,,Fatih,41.00389,28.97091,Entire home/apt,1264,1,1,2018-02-11,0.03,8,354
21067497,Economic Flat Central&History Istanbul/Taksim,67359125,Eminönü,,Beyoglu,41.03561,28.97288,Entire home/apt,172,2,120,2020-09-26,3.24,5,330
21072697,"Beautiful view, Sunshiny flat and Charitable folk",151865761,H.Hakan,,Pendik,40.87306,29.22703,Private room,193,1,9,2019-09-01,0.24,1,180
21073792,Zirve Apart,151877625,Zirve Apart,,Fatih,41.00576,28.95352,Entire home/apt,285,1,1,2020-01-01,0.10,2,365
21074272,Cozy Family Apartment A.C and freeWi-Fi,77775802,Oguz,,Gungoren,41.02003,28.8658,Entire home/apt,212,4,16,2020-10-11,0.43,1,17
21078606,Profilo avm yanında oda,103463054,Cenan,,Sisli,41.0719,29.0016,Private room,402,1,0,,,1,358
21088258,Güleryüzümüz,151877625,Zirve Apart,,Fatih,41.00483,28.95801,Entire home/apt,200,1,2,2020-09-19,0.65,2,365
21092117,Cute double room in the heart of Istanbul,122790006,Hande,,Besiktas,41.05494,29.00887,Private room,333,1,0,,,1,180
21095197,Üsküdar Harem (next to Bosphorus and Kadıkoy),145217223,Yasin,,Uskudar,41.00897,29.01459,Private room,70,1,1,2018-01-22,0.03,1,365
21102534,"Öğrenciye, çalışana Dikilitaş'ta oda",152158637,Kerem,,Besiktas,41.05662,29.00835,Private room,161,60,0,,,1,181
21106600,"huzur, keyif",100169350,Aynur,,Beyoglu,41.03101,28.98506,Private room,150,1,0,,,1,180
21109957,Galataport Residences Taksim,6158655,Ata,,Sisli,41.04186,28.98431,Entire home/apt,793,3,1,2018-06-01,0.03,3,365
21110425,Beautiful & Big & Central Room in Levent/ISTANBUL,43102538,Aykut,,Sisli,41.07566,29.01136,Private room,54,1,4,2019-10-20,0.11,1,362
21110904,Şile evi,151204995,Mine,,Sile,41.17375,29.62775,Private room,100,30,0,,,1,240
21119206,"Villa with Private Pool and Garden, with Barbecue",152318127,Emir,,Silivri,41.0966,28.34202,Entire home/apt,700,3,7,2019-09-30,0.23,1,80
21123889,Sunny Room in a Sunny House,152364403,Sevim,,Uskudar,41.03429,29.04942,Private room,238,1,0,,,1,365
21124225,Lovely place in Kadıköy,82996026,Arzu,,Kadikoy,40.99764,29.02696,Private room,171,1,0,,,1,362
21131404,"Antique Hostel, 4 Bed Dormitory Sea View",34494372,Antique Hostel,,Fatih,41.00458,28.98017,Hotel room,110,1,25,2020-03-09,0.74,10,365
21131591,Historical Building 5 min walk to Taksim Galata,152435393,Özge,,Beyoglu,41.03411,28.98214,Entire home/apt,638,2,1,2018-09-30,0.04,1,365
21136563,Kadıköyde odanız hazır bütün faturalar dahil temiz,152482064,Eyyüp,,Kadikoy,40.98807,29.02675,Private room,161,30,0,,,2,89
21137339,Looking forward to our guests,152489161,Narin,,Uskudar,41.01767,29.07379,Private room,122,2,0,,,1,363
21147216,Jasmine  Apart Semi-Basement,146088852,Erdal,,Fatih,41.0028,28.96624,Private room,185,2,3,2018-12-07,0.11,10,365
21169932,Residence new\ comfortable - 8 min to airport,152800593,Selin,,Bagcilar,41.0342,28.81302,Entire home/apt,2444,7,10,2019-09-05,0.28,1,358
21174788,"Full house mid-location,special garden and Fitness",90033594,Irmak,,Sisli,41.05809,28.96961,Entire home/apt,350,2,4,2019-04-28,0.15,1,365
